"The number of entries per field is limited to 10 for this overview. If you want the whole information you can use the API or the ""Download selection"" menu on the Webpage."

ID,designation_header,strain_number_header,is_type_strain_header,species,"Multicellular complex forming ability"
13248,GY048,"DSM 44671, CIP 109398, NBRC 106146, NCIMB 14142, JCM 15587",1,"Amycolatopsis australiensis",0
,,,,,1
13222,AM-3696,"DSM 43854, ATCC 51273, FERM P-4738, IFO 14573, JCM 3275, KCC A-0275, NBRC 14573, NRRL 11412, VKM Ac-1418, BCRC 13413, HUT 6555, IMSNU 20053, KACC 20058, KCCM 40242, KCTC 9154, NCIMB 14805",1,"Amycolatopsis azurea",0
,,,,,1
13241,"FH 1894","DSM 44591, JCM 12668, NRRL B-24207, CIP 108516",1,"Amycolatopsis balhimycina",0
,,,,,1
13229,,"DSM 44225, ATCC 53629, IFO 15804, NBRC 15804, NRRL 3218, JCM 9869, IMSNU 22096, KCTC 9818, NBIMCC 1779, NCIMB 13017, VKM Ac-1732",1,"Amycolatopsis coloradensis",0
,,,,,1
13252,"FH 1845","DSM 44594, JCM 12669, NRRL B-24209, CIP 108517, NCIMB 14255",1,"Amycolatopsis decaplanina",0
,,,,,1
13287,,"DSM 45675, CCTCC AA 2011016, JCM 18054, YIM 75904",1,"Amycolatopsis dongchuanensis",0
166244,GLM-1,"TBRC 9315, NBRC 113658",1,"Amycolatopsis eburnea",1
13232,NT202,"DSM 44348, NCIMB 13795, JCM 18060, BCRC 16370, CIP 107587, JCM 12071, NBRC 100338, NBRC 104161",1,"Amycolatopsis thermoflava",0
,,,,,1
13231,"MG 417-CF 17","DSM 44213, JCM 10140, CIP 106801, KCTC 9817, NRRL B-24138",1,"Amycolatopsis japonica",0
,,,,,1
13245,,"DSM 44652, JCM 12670, LDDC 9447-99, NRRL B-24129, CIP 108186",1,"Amycolatopsis kentuckyensis",0
,,,,,1
13240,"FH 1893","DSM 44586, CIP 107964, JCM 12671, NRRL B-24206",1,"Amycolatopsis keratiniphila subsp. keratiniphila",0
13242,D2,"DSM 44409, CIP 107963, NRRL B-24117, JCM 12683, BCRC 16375, NCIMB 14256",1,"Amycolatopsis keratiniphila subsp. keratiniphila",0
,,,,,1
13246,,"DSM 44653, JCM 12672, LDDC 12275-99, NRRL B-24131, CIP 108185",1,"Amycolatopsis lexingtonensis",0
,,,,,1
13214,"NA 3-TE-19","DSM 43134, ATCC 14930, DSM 43192, IFO 14500, IMET 7654, JCM 3141, LBG A 3091, NBRC 14500, NCIB 9601, NRRL 2430, ETH 24315, BCRC 11659, BCRC 13742, CGMCC 4.1133, CGMCC 4.1212, HUT 6556, IMSNU 20057, KCCM 12665, KCTC 9425, LMG 4064, MTCC 695, NCIMB 9601, VKM Ac-1242",1,"Amycolatopsis lurida",1
13227,KT2025,"DSM 45510, JCM 31204, KCTC 29056",1,"Amycolatopsis magusensis",0
,,,,,1
13258,32U-2,"DSM 44988, KCCM 42246, NRRL B-24435, JCM 14545, CIP 109667, NBRC 102109, NCIMB 14298",1,"Amycolatopsis minnesotensis",0
,,,,,1
13259,,"DSM 44992, CIP 109581, NRRL B-24473, HKI 0330, CSC 17TA-090, JCM 14717",1,"Amycolatopsis nigrescens",0
158267,SCM_MK2-4,"DSM 107509, JCM 32134, TBRC 7186",1,"Amycolatopsis oliviviridis",1
13215,"M 43-05865, Pittinger M43-05865","DSM 40040, ATCC 19795, CBS 547.68, CCM 2778, IAM 14281, IFO 12360, IFO 12806, IMET 7510, IMET 7653, IMSNU 20058, ISP 5040, JCM 4235, JCM 4600, KCC S-0235, KCC S-0600, NBRC 12360, NBRC 12806, NIHJ 483, NRRL 2450, RIA 1074, BCRC 11615, CGMCC 4.1214, CIP 107113, HUT 6592, IFM 0528, KCCM 40595, KCTC 9412, NBIMCC 2297, NCIMB 12945, VKM Ac-866",1,"Amycolatopsis orientalis",1
159669,,"DSM 105902, CCTCC AA 2017044, KCTC 49031, YIM PH21725, JCM 33574",1,"Amycolatopsis panacis",0
,,,,,1
13253,,"DSM 44776, CIP 108939, JCM 13852, NRRL B-24324, SBHs Strp1, NBRC 102106, NCIMB 14257",1,"Amycolatopsis plumensis",0
13247,,"DSM 44654, ARC OV1 0181, JCM 12673, NRRL B-24133, CIP 108184",1,"Amycolatopsis pretoriensis",0
,,,,,1
13264,GY080,"DSM 45072, NCIMB 14277, JCM 15588",1,"Amycolatopsis regifaucium",0
158797,DH51B-4-3,"TBRC 6029, NBRC 112509, JCM 32589",1,"Amycolatopsis rhizosphaerae",1
13255,"Baxter NT 19, NT 19","DSM 46095, ATCC 27643, IMET 7668, JCM 12674, KCTC 9403",1,"Amycolatopsis rifamycinica",0
13243,13.4,"DSM 44637, AS 4.1541, CIP 107102, JCM 10871, NRRL B-24150, ATCC BAA 726, CGMCC 4.1541, KCTC 19909, NBRC 100041",1,"Amycolatopsis rubida",0
13260,2406-001,"DSM 44993, JCM 14909, NRRL B-24474, HKI 0457",1,"Amycolatopsis saalfeldensis",0
,,,,,1
13235,"A1714, K24","DSM 44468, JCM 11272, CIP 107029, KCTC 9863, NBRC 100339, NCIMB 13786",1,"Amycolatopsis sacchari",0
,,,,,1
13273,,"DSM 45649, BCC 35842, NBRC 106095, TISTR 1919, RM 287, JCM 17934",1,"Amycolatopsis samaneae",1
158790,C12CA1,"TBRC 1456, NBRC 111116",1,"Amycolatopsis silviterrae",1
166143,8-3EHSu,"TBRC 8488, NBRC 113449",1,"Amycolatopsis suaedae",1
13223,"Abbott Labs. M-319","DSM 46092, ATCC 27624, IFO 13270, IMET 7649, JCM 3142, KCC A-0142, NBRC 13270, NRRL 2822, BCRC 12524, CGMCC 4.1144, CGMCC 4.1217, IMSNU 20060, KCTC 9428, VKM Ac-1244",1,"Amycolatopsis sulphurea",0
,,,,,1
13274,CMU-PLA07,"DSM 45650, BCC 38279, JCM 16380, NBRC 112719",1,"Amycolatopsis thailandensis",0
,,,,,1
13276,GY088,"DSM 45805, NCIMB 14699, NRRL B-24836",1,"Amycolatopsis thermophila",0
,,,,,1
13238,"B-2847, FH6113","DSM 44544, ATCC 21177, CIP 108212, IFO 14664, NBRC 14664, NRRL B-24205, JCM 4936, CBS 242.71, CGMCC 4.5590, IFO 12554, IMSNU 20061, NBRC 12554",1,"Amycolatopsis tolypomycina",0
,,,,,1
13268,RP-AC36,"DSM 45180, JCM 16898, NRRL B-24662",1,"Amycolatopsis ultiminotia",0
,,,,,1
13256,ST101170,"DSM 44592, JCM 12675, NRRL B-24208",1,"Amycolatopsis vancoresmycina",0
,,,,,1
13278,GY115,"DSM 45806, NCIMB 14700, NRRL B-24837",1,"Amycolatopsis viridis",0
,,,,,1
8633,"An m1","DSM 52473",0,"Archangium sp.",1
8634,"An m2","DSM 52474",0,"Archangium sp.",1
8635,"An m3","DSM 52475",0,"Archangium sp.",1
8636,"An m4","DSM 52476",0,"Archangium sp.",1
8637,"An m5","DSM 52477",0,"Archangium sp.",1
8638,"An m6","DSM 52478",0,"Archangium sp.",1
8639,"An m7","DSM 52479",0,"Archangium sp.",1
8640,"An m8","DSM 52480",0,"Archangium sp.",1
8641,"An m10","DSM 52482",0,"Archangium sp.",1
8642,"An m11","DSM 52483",0,"Archangium sp.",1
8643,"An m12","DSM 52484",0,"Archangium sp.",1
8644,"An m13","DSM 52485",0,"Archangium sp.",1
8645,"An m15","DSM 52486",0,"Archangium sp.",1
8646,"An m16","DSM 52487",0,"Archangium sp.",1
8647,"An m17","DSM 52488",0,"Archangium sp.",1
8648,"An m18","DSM 52489",0,"Archangium sp.",1
8649,"An m19","DSM 52490",0,"Archangium sp.",1
8650,"An m21","DSM 52491",0,"Archangium sp.",1
8651,"An m22","DSM 52492",0,"Archangium sp.",1
8652,"An m24","DSM 52493",0,"Archangium sp.",1
8653,"An m25","DSM 52494",0,"Archangium sp.",1
8654,"An m26","DSM 52495",0,"Archangium sp.",1
132137,"RS-50, 5DSM 45329","DSM 45329, KCTC 19628, JCM 31482",1,"Angustibacter peucedani",0
3526,"An d39","DSM 51023",0,"Archangium disciforme",1
3527,"An d40","DSM 51024",0,"Archangium disciforme",1
3528,"An d41","DSM 51025",0,"Archangium disciforme",1
3529,"An d42","DSM 51026",0,"Archangium disciforme",1
3530,"An d45","DSM 51027",0,"Archangium disciforme",1
3531,"An d50","DSM 51030",0,"Archangium disciforme",1
3532,"An d51","DSM 51031",0,"Archangium disciforme",1
3533,"An d52","DSM 51032",0,"Archangium disciforme",1
3534,"An d53","DSM 51033",0,"Archangium disciforme",1
3535,"An d56","DSM 51034",0,"Archangium disciforme",1
3536,"An d57","DSM 51035",0,"Archangium disciforme",1
3537,"An d60","DSM 51036",0,"Archangium disciforme",1
3538,"An d62","DSM 51037",0,"Archangium disciforme",1
3539,"An d63","DSM 51038",0,"Archangium disciforme",1
3540,"An d64","DSM 51039",0,"Archangium disciforme",1
3541,"An d65","DSM 51040",0,"Archangium disciforme",1
3543,"An d67","DSM 51042",0,"Archangium disciforme",1
3544,"An d68","DSM 51043",0,"Archangium disciforme",1
3545,"An d69","DSM 51044",0,"Archangium disciforme",1
3546,"An d70","DSM 51045",0,"Archangium disciforme",1
3547,"An d71","DSM 51046",0,"Archangium disciforme",1
3548,"An d3","DSM 51002",0,"Archangium disciforme",1
3549,"An d4","DSM 51003",0,"Archangium disciforme",1
3550,"An d5","DSM 51004",0,"Archangium disciforme",1
3551,"An d6","DSM 51005",0,"Archangium disciforme",1
3552,"An d8","DSM 51006",0,"Archangium disciforme",1
3553,"An d9","DSM 51007",0,"Archangium disciforme",1
3555,"An d11","DSM 51009",0,"Archangium disciforme",1
3556,"An d12","DSM 51010",0,"Archangium disciforme",1
3557,"An d13","DSM 51011",0,"Archangium disciforme",1
3558,"An d15","DSM 51012",0,"Archangium disciforme",1
3559,"An d16","DSM 51013",0,"Archangium disciforme",1
3560,"An d18","DSM 51014",0,"Archangium disciforme",1
3561,"An d19","DSM 51015",0,"Archangium disciforme",1
3562,"An d20","DSM 51016",0,"Archangium disciforme",1
3563,"An d27","DSM 51017",0,"Archangium disciforme",1
3564,"An d28","DSM 51018",0,"Archangium disciforme",1
3565,"An d29","DSM 51019",0,"Archangium disciforme",1
3566,"An d32","DSM 51020",0,"Archangium disciforme",1
3567,"An d72","DSM 51047",0,"Archangium disciforme",1
3568,"An d73","DSM 51048",0,"Archangium disciforme",1
3569,"An d74","DSM 51049",0,"Archangium disciforme",1
3570,"An d75","DSM 51050",0,"Archangium disciforme",1
3571,"An d76","DSM 51051",0,"Archangium disciforme",1
3572,"An d77","DSM 51052",0,"Archangium disciforme",1
3573,"An d78","DSM 51053",0,"Archangium disciforme",1
3574,"An d79","DSM 51054",0,"Archangium disciforme",1
3575,"An d80","DSM 51055",0,"Archangium disciforme",1
3576,"An d81","DSM 51056",0,"Archangium disciforme",1
3577,"An d82","DSM 51057",0,"Archangium disciforme",1
3578,"An d84","DSM 51058",0,"Archangium disciforme",1
3579,"An d85","DSM 51059",0,"Archangium disciforme",1
3580,"An d86","DSM 51060",0,"Archangium disciforme",1
3581,"Cc c435","DSM 51102",0,"Archangium disciforme",1
3582,"Cc c765","DSM 51414",0,"Archangium disciforme",1
3585,"An d14","DSM 53619",0,"Archangium disciforme",1
3586,"An d21","DSM 53620",0,"Archangium disciforme",1
3587,"An d23","DSM 53621",0,"Archangium disciforme",1
3588,"An d37","DSM 53622",0,"Archangium disciforme",1
3589,"An d38","DSM 53623",0,"Archangium disciforme",1
3590,"An d54","DSM 53624",0,"Archangium disciforme",1
3591,"An d55","DSM 53625",0,"Archangium disciforme",1
3592,"An d58","DSM 53626",0,"Archangium disciforme",1
3593,"An d59","DSM 53627",0,"Archangium disciforme",1
3253,"Ar g2","DSM 52590",0,"Archangium gephyra",1
3254,"Ar g3","DSM 52591",0,"Archangium gephyra",1
3255,"Ar g4","DSM 52592",0,"Archangium gephyra",1
3257,"Ar g6","DSM 52594",0,"Archangium gephyra",1
3258,"Ar g7","DSM 52595",0,"Archangium gephyra",1
3259,"Ar g8","DSM 52596",0,"Archangium gephyra",1
3260,"Ar g10","DSM 52598",0,"Archangium gephyra",1
3261,"Ar g11","DSM 52599",0,"Archangium gephyra",1
3262,"Ar g12","DSM 52600",0,"Archangium gephyra",1
3263,"Ar g13","DSM 52601",0,"Archangium gephyra",1
3264,"Ar g14","DSM 52602",0,"Archangium gephyra",1
3265,"Ar g15","DSM 52603",0,"Archangium gephyra",1
3266,"Ar g16","DSM 52604",0,"Archangium gephyra",1
3267,"Ar g17","DSM 52605",0,"Archangium gephyra",1
3268,"Ar g18","DSM 52606",0,"Archangium gephyra",1
3269,"Ar g19","DSM 52607",0,"Archangium gephyra",1
3270,"Ar g20","DSM 52608",0,"Archangium gephyra",1
3271,"Ar g22","DSM 52609",0,"Archangium gephyra",1
3463,"Cb m2","DSM 14751, JCM 12627",1,"Archangium minus",1
3464,"Cb m28","DSM 14752",0,"Archangium minus",1
3466,"Cb m1","DSM 52712",0,"Archangium minus",1
3467,"Cb m4","DSM 52713",0,"Archangium minus",1
3468,"Cb m8","DSM 52714",0,"Archangium minus",1
3469,"Cb m9","DSM 52715",0,"Archangium minus",1
3470,"Cb m11","DSM 52717",0,"Archangium minus",1
3471,"Cb m12","DSM 52718",0,"Archangium minus",1
3472,"Cb m15","DSM 52719",0,"Archangium minus",1
3473,"Cb m17","DSM 52720",0,"Archangium minus",1
3474,"Cb m18","DSM 52721",0,"Archangium minus",1
3475,"Cb m19","DSM 52722",0,"Archangium minus",1
3476,"Cb m21","DSM 52723",0,"Archangium minus",1
3477,"Cb m22","DSM 52724",0,"Archangium minus",1
3478,"Cb m23","DSM 52725",0,"Archangium minus",1
3479,"Cb m24","DSM 52726",0,"Archangium minus",1
3480,"Cb m25","DSM 52727",0,"Archangium minus",1
3481,"Cb m26","DSM 52728",0,"Archangium minus",1
3482,"Cb m27","DSM 52729",0,"Archangium minus",1
3483,"Cb m29","DSM 52730",0,"Archangium minus",1
3510,"Cb g35","DSM 52696",0,"Archangium sp.",1
18158,"Ar 9903",,0,"Archangium sp.",1
18159,"Ar 9964",,0,"Archangium sp.",1
18160,"Ar 10765",,0,"Archangium sp.",1
18161,"Ar S4",,0,"Archangium sp.",1
18254,"Ar T115",,0,"Archangium sp.",1
18259,"Ar 2935",,0,"Archangium sp.",1
18260,"Ar T101",,0,"Archangium sp.",1
18265,"Ar T135",,0,"Archangium sp.",1
18267,"Ar T124",,0,"Archangium sp.",1
18268,"Ar T127",,0,"Archangium sp.",1
18269,"Ar T154",,0,"Archangium sp.",1
18270,"Ar T153",,0,"Archangium sp.",1
18273,"Ar T149",,0,"Archangium sp.",1
18274,"Ar T147",,0,"Archangium sp.",1
18275,"Ar 8561",,0,"Archangium sp.",1
18278,"Ar 8564",,0,"Archangium sp.",1
18280,"Ar 10981",,0,"Archangium sp.",1
18281,"Ar T170",,0,"Archangium sp.",1
18283,"Ar T176",,0,"Archangium sp.",1
18284,"Ar T161",,0,"Archangium sp.",1
18285,"Ar T165",,0,"Archangium sp.",1
18286,"Ar 8541",,0,"Archangium sp.",1
18287,"Ar T198",,0,"Archangium sp.",1
18288,"Ar T193",,0,"Archangium sp.",1
18290,"Ar VO107",,0,"Archangium sp.",1
18291,"Ar T185",,0,"Archangium sp.",1
18292,"Ar T187",,0,"Archangium sp.",1
18293,"Ar T180",,0,"Archangium sp.",1
18294,"Ar VO100",,0,"Archangium sp.",1
18295,"Ar VO101",,0,"Archangium sp.",1
18296,"Ar VO106",,0,"Archangium sp.",1
18297,"Ar T57",,0,"Archangium sp.",1
18298,"Ar T54",,0,"Archangium sp.",1
18299,"Ar T51",,0,"Archangium sp.",1
18305,"Ar T68",,0,"Archangium sp.",1
18306,"Ar T64",,0,"Archangium sp.",1
18307,"Ar T60",,0,"Archangium sp.",1
18314,"Ar T41",,0,"Archangium sp.",1
18317,"Ar T48",,0,"Archangium sp.",1
18318,"Ar T49",,0,"Archangium sp.",1
18323,"Ar T28",,0,"Archangium sp.",1
18324,"Ar T22",,0,"Archangium sp.",1
18325,"Ar T24",,0,"Archangium sp.",1
18328,"Ar K4",,0,"Archangium sp.",1
18329,"Ar K6",,0,"Archangium sp.",1
18330,"Ar K9",,0,"Archangium sp.",1
18400,"Ar 11105",,0,"Archangium sp.",1
18424,"Ar 11122",,0,"Archangium sp.",1
18436,"Ar 8573",,0,"Archangium sp.",1
18492,"Ar 9",,0,"Archangium sp.",1
18493,"Ar 8449",,0,"Archangium sp.",1
18512,"Ar 9961",,0,"Archangium sp.",1
18526,"Ar OU14",,0,"Archangium sp.",1
18528,"Ar OU15",,0,"Archangium sp.",1
18530,"Ar OU12",,0,"Archangium sp.",1
18532,"Ar OU13",,0,"Archangium sp.",1
18533,"Ar OU10",,0,"Archangium sp.",1
18535,"Ar OU11",,0,"Archangium sp.",1
18537,"Ar 4263",,0,"Archangium sp.",1
18538,"Ar 4261",,0,"Archangium sp.",1
18559,"Ar 4258",,0,"Archangium sp.",1
18589,"Ar 4271",,0,"Archangium sp.",1
18680,"Ar 4224",,0,"Archangium sp.",1
18684,"Ar 10767",,0,"Archangium sp.",1
18687,"Ar 8784",,0,"Archangium sp.",1
18699,"Ar 10773",,0,"Archangium sp.",1
18715,"Ar 8710",,0,"Archangium sp.",1
18746,"Ar 9891",,0,"Archangium sp.",1
18747,"Ar 9896",,0,"Archangium sp.",1
18775,"Ar I1",,0,"Archangium sp.",1
18777,"Ar I3",,0,"Archangium sp.",1
18778,"Ar I2",,0,"Archangium sp.",1
18779,"Ar I4",,0,"Archangium sp.",1
18781,"Ar I5",,0,"Archangium sp.",1
18783,"Ar I6",,0,"Archangium sp.",1
18785,"Ar I7",,0,"Archangium sp.",1
18787,"Ar I8",,0,"Archangium sp.",1
18788,"Ar I9",,0,"Archangium sp.",1
18929,"Ar 10861",,0,"Archangium sp.",1
18933,"Ar 1290",,0,"Archangium sp.",1
18943,"Ar 8629",,0,"Archangium sp.",1
18944,"Ar 8623",,0,"Archangium sp.",1
19000,"Ar 9758",,0,"Archangium sp.",1
19006,"Ar 9750",,0,"Archangium sp.",1
19069,"Ar 4029",,0,"Archangium sp.",1
19102,"Ar 4037",,0,"Archangium sp.",1
19107,"Ar g114",,0,"Archangium sp.",1
19151,"Ar 8910",,0,"Archangium sp.",1
19168,"Ar 4800",,0,"Archangium sp.",1
19203,"Ar PE1",,0,"Archangium sp.",1
19219,"Ar VO10",,0,"Archangium sp.",1
19221,"Ar VO15",,0,"Archangium sp.",1
19222,"Ar VO16",,0,"Archangium sp.",1
19223,"Ar VO17",,0,"Archangium sp.",1
19224,"Ar VO18",,0,"Archangium sp.",1
19225,"Ar VO12",,0,"Archangium sp.",1
19226,"Ar VO13",,0,"Archangium sp.",1
19227,"Ar VO14",,0,"Archangium sp.",1
19243,"Ar 10557",,0,"Archangium sp.",1
19250,"Ar 10558",,0,"Archangium sp.",1
19264,"Ar 10561",,0,"Archangium sp.",1
19281,"Ar 3662",,0,"Archangium sp.",1
19286,"Ar 10538",,0,"Archangium sp.",1
19297,"Ar 3642",,0,"Archangium sp.",1
19299,"Ar 4814",,0,"Archangium sp.",1
19355,"Ar 1382",,0,"Archangium sp.",1
19361,"Ar 4853",,0,"Archangium sp.",1
19371,"Ar 4797",,0,"Archangium sp.",1
19397,"Ar 1447",,0,"Archangium sp.",1
19398,"Ar 1443",,0,"Archangium sp.",1
19399,"Ar 3580",,0,"Archangium sp.",1
19400,"Ar 10581",,0,"Archangium sp.",1
19401,"Ar 3572",,0,"Archangium sp.",1
19402,"Ar 10577",,0,"Archangium sp.",1
19411,"Ar 2494",,0,"Archangium sp.",1
19507,"Ar 7978",,0,"Archangium sp.",1
19527,"Ar 3714",,0,"Archangium sp.",1
19533,"Ar 7989",,0,"Archangium sp.",1
19547,"Ar 7938",,0,"Archangium sp.",1
19563,"Ar 2676",,0,"Archangium sp.",1
19566,"Ar 7924",,0,"Archangium sp.",1
19580,"Ar 7954",,0,"Archangium sp.",1
19592,"Ar 7949",,0,"Archangium sp.",1
19628,"Ar OU9",,0,"Archangium sp.",1
19629,"Ar OU8",,0,"Archangium sp.",1
19630,"Ar OU6",,0,"Archangium sp.",1
19631,"Ar OU5",,0,"Archangium sp.",1
19633,"Ar OU4",,0,"Archangium sp.",1
19634,"Ar OU3",,0,"Archangium sp.",1
19636,"Ar OU2",,0,"Archangium sp.",1
19645,"Ar 2607",,0,"Archangium sp.",1
19648,"Ar 10628",,0,"Archangium sp.",1
19655,"Ar 4759",,0,"Archangium sp.",1
19657,"Ar 1587",,0,"Archangium sp.",1
19668,"Ar 4685",,0,"Archangium sp.",1
19675,"Ar 6907",,0,"Archangium sp.",1
19678,"Ar 3688",,0,"Archangium sp.",1
19685,"Ar 3685",,0,"Archangium sp.",1
19691,"Ar 6914",,0,"Archangium sp.",1
19692,"Ar 3683",,0,"Archangium sp.",1
19694,"Ar 6929",,0,"Archangium sp.",1
19697,"Ar 6920",,0,"Archangium sp.",1
19698,"Ar 3694",,0,"Archangium sp.",1
19699,"Ar 1562",,0,"Archangium sp.",1
19702,"Ar VO41",,0,"Archangium sp.",1
19703,"Ar VO40",,0,"Archangium sp.",1
19704,"Ar VO43",,0,"Archangium sp.",1
19705,"Ar VO42",,0,"Archangium sp.",1
19706,"Ar VO45",,0,"Archangium sp.",1
19707,"Ar VO44",,0,"Archangium sp.",1
19708,"Ar VO47",,0,"Archangium sp.",1
19709,"Ar VO46",,0,"Archangium sp.",1
19710,"Ar VO49",,0,"Archangium sp.",1
19711,"Ar VO48",,0,"Archangium sp.",1
19722,"Ar VO50",,0,"Archangium sp.",1
19723,"Ar VO54",,0,"Archangium sp.",1
19724,"Ar VO53",,0,"Archangium sp.",1
19725,"Ar VO52",,0,"Archangium sp.",1
19726,"Ar VO51",,0,"Archangium sp.",1
19727,"Ar VO58",,0,"Archangium sp.",1
19728,"Ar VO57",,0,"Archangium sp.",1
19729,"Ar VO56",,0,"Archangium sp.",1
19730,"Ar VO59",,0,"Archangium sp.",1
19738,"Ar VO27",,0,"Archangium sp.",1
19739,"Ar VO26",,0,"Archangium sp.",1
19740,"Ar VO29",,0,"Archangium sp.",1
19741,"Ar VO28",,0,"Archangium sp.",1
19742,"Ar VO23",,0,"Archangium sp.",1
19743,"Ar VO22",,0,"Archangium sp.",1
19744,"Ar VO25",,0,"Archangium sp.",1
19746,"Ar VO24",,0,"Archangium sp.",1
19747,"Ar VO19",,0,"Archangium sp.",1
19748,"Ar VO32",,0,"Archangium sp.",1
19749,"Ar VO31",,0,"Archangium sp.",1
19750,"Ar VO30",,0,"Archangium sp.",1
19751,"Ar VO39",,0,"Archangium sp.",1
19752,"Ar VO38",,0,"Archangium sp.",1
19753,"Ar VO37",,0,"Archangium sp.",1
19754,"Ar VO36",,0,"Archangium sp.",1
19755,"Ar VO35",,0,"Archangium sp.",1
19756,"Ar VO34",,0,"Archangium sp.",1
19757,"Ar VO33",,0,"Archangium sp.",1
19765,"Ar VO88",,0,"Archangium sp.",1
19766,"Ar VO89",,0,"Archangium sp.",1
19767,"Ar VO80",,0,"Archangium sp.",1
19768,"Ar VO81",,0,"Archangium sp.",1
19769,"Ar VO82",,0,"Archangium sp.",1
19770,"Ar VO83",,0,"Archangium sp.",1
19771,"Ar VO84",,0,"Archangium sp.",1
19773,"Ar VO85",,0,"Archangium sp.",1
19774,"Ar VO86",,0,"Archangium sp.",1
19775,"Ar VO87",,0,"Archangium sp.",1
19784,"Ar VO93",,0,"Archangium sp.",1
19785,"Ar VO94",,0,"Archangium sp.",1
19786,"Ar VO91",,0,"Archangium sp.",1
19787,"Ar VO92",,0,"Archangium sp.",1
19788,"Ar VO97",,0,"Archangium sp.",1
19789,"Ar VO98",,0,"Archangium sp.",1
19790,"Ar VO95",,0,"Archangium sp.",1
19791,"Ar VO96",,0,"Archangium sp.",1
19792,"Ar VO90",,0,"Archangium sp.",1
19796,"Ar VO66",,0,"Archangium sp.",1
19797,"Ar VO67",,0,"Archangium sp.",1
19798,"Ar VO69",,0,"Archangium sp.",1
19799,"Ar VO62",,0,"Archangium sp.",1
19800,"Ar VO63",,0,"Archangium sp.",1
19801,"Ar VO64",,0,"Archangium sp.",1
19802,"Ar VO65",,0,"Archangium sp.",1
19803,"Ar VO60",,0,"Archangium sp.",1
19804,"Ar VO61",,0,"Archangium sp.",1
19806,"Ar VO79",,0,"Archangium sp.",1
19807,"Ar VO77",,0,"Archangium sp.",1
19808,"Ar VO78",,0,"Archangium sp.",1
19809,"Ar VO75",,0,"Archangium sp.",1
19810,"Ar VO76",,0,"Archangium sp.",1
19811,"Ar VO73",,0,"Archangium sp.",1
19812,"Ar VO74",,0,"Archangium sp.",1
19813,"Ar VO71",,0,"Archangium sp.",1
19814,"Ar VO72",,0,"Archangium sp.",1
19815,"Ar VO70",,0,"Archangium sp.",1
19844,"Ar 2329",,0,"Archangium sp.",1
19873,"Ar 3825",,0,"Archangium sp.",1
19894,"Ar 3805",,0,"Archangium sp.",1
19909,"Ar 4633",,0,"Archangium sp.",1
19934,"Ar 3854",,0,"Archangium sp.",1
19951,"Ar 3848",,0,"Archangium sp.",1
19952,"Ar 4612",,0,"Archangium sp.",1
19970,"Ar 10312",,0,"Archangium sp.",1
19971,"Ar 10313",,0,"Archangium sp.",1
19994,"Ar 6726",,0,"Archangium sp.",1
20001,"Ar 6721",,0,"Archangium sp.",1
20019,"Ar 1680",,0,"Archangium sp.",1
20027,"Ar T306",,0,"Archangium sp.",1
20028,"Ar 4593",,0,"Archangium sp.",1
20029,"Ar T312",,0,"Archangium sp.",1
20031,"Ar 4599",,0,"Archangium sp.",1
20033,"Ar 1682",,0,"Archangium sp.",1
20040,"Ar 6825",,0,"Archangium sp.",1
20041,"Ar T303",,0,"Archangium sp.",1
20042,"Ar T305",,0,"Archangium sp.",1
20053,"Ar 1669",,0,"Archangium sp.",1
20056,"Ar T332",,0,"Archangium sp.",1
20064,"Ar 4584",,0,"Archangium sp.",1
20067,"Ar T318",,0,"Archangium sp.",1
20076,"Ar 4587",,0,"Archangium sp.",1
20080,"Ar 1672",,0,"Archangium sp.",1
20082,"Ar 1677",,0,"Archangium sp.",1
20088,"Ar LA2",,0,"Archangium sp.",1
20089,"Ar LA3",,0,"Archangium sp.",1
20090,"Ar LA1",,0,"Archangium sp.",1
20093,"Ar LA4",,0,"Archangium sp.",1
20098,"Ar 885",,0,"Archangium sp.",1
20105,"Ar 893",,0,"Archangium sp.",1
20123,"Ar 2298",,0,"Archangium sp.",1
20128,"Ar 2297",,0,"Archangium sp.",1
20157,"Ar I10",,0,"Archangium sp.",1
20158,"Ar I12",,0,"Archangium sp.",1
20159,"Ar I11",,0,"Archangium sp.",1
20160,"Ar 803",,0,"Archangium sp.",1
20165,"Ar VO1",,0,"Archangium sp.",1
20166,"Ar VO3",,0,"Archangium sp.",1
20167,"Ar VO2",,0,"Archangium sp.",1
20168,"Ar VO5",,0,"Archangium sp.",1
20169,"Ar VO4",,0,"Archangium sp.",1
20170,"Ar VO7",,0,"Archangium sp.",1
20171,"Ar VO6",,0,"Archangium sp.",1
20173,"Ar VO8",,0,"Archangium sp.",1
20174,"Ar VO9",,0,"Archangium sp.",1
20175,"Ar 2444",,0,"Archangium sp.",1
20176,"Ar 3909",,0,"Archangium sp.",1
20177,"Ar 3915",,0,"Archangium sp.",1
20178,"Ar 3905",,0,"Archangium sp.",1
20183,"Ar 6673",,0,"Archangium sp.",1
20184,"Ar 6671",,0,"Archangium sp.",1
20186,"Ar 2415",,0,"Archangium sp.",1
20187,"Ar T281",,0,"Archangium sp.",1
20190,"Ar T288",,0,"Archangium sp.",1
20195,"Ar T290",,0,"Archangium sp.",1
20197,"Ar T295",,0,"Archangium sp.",1
20200,"Ar T298",,0,"Archangium sp.",1
